MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogTransSalePrice,TotBaths,Ext,NeighbourhoodRank,ExtRank
20,RL,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,0,0,1842,0,1,Gd,5,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,857,72,0,0,0,11,2006,WD,Normal,385000,5.585460729508501,2.5,Wood,Veenker,Wood
80,RL,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,0,0,1360,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,2,2007,WD,Normal,130000,5.113943352306837,1.0,Metal,NAmes,Metal
20,RL,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,0,0,1425,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,407,0,7,2008,WD,Normal,180500,5.2564772062416765,2.0,Wood,NAmes,Wood
160,FV,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,756,0,1739,3,1,Gd,7,Typ,0,,Attchd,Fin,2,TA,TA,Y,115,0,0,0,0,8,2009,WD,Abnorml,172500,5.236789099409293,3.5,Metal,Somerst,Metal
60,RL,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,0,1720,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,70,0,0,0,8,2006,WD,Normal,196500,5.293362554711446,2.5,Vinly,CollgCr,Vinly
60,RL,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1519,0,2945,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,192,0,37,0,0,10,2006,New,Partial,438780,5.642246823807891,3.5,Vinly,StoneBr,Vinly
20,RL,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,0,0,780,2,1,TA,4,Typ,0,,Detchd,Unf,1,TA,TA,Y,196,0,0,0,0,1,2008,WD,Normal,124900,5.096562438374136,1.0,Wood,CollgCr,Wood
20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,0,0,1158,3,1,Gd,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,5,2006,New,Partial,158000,5.198657086954422,2.5,Vinly,SawyerW,Vinly
75,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,530,0,1111,3,1,Fa,6,Typ,0,,Detchd,Unf,1,TA,TA,N,0,0,144,0,0,3,2007,WD,Normal,101000,5.004321373782642,1.0,Metal,IDOTRR,Metal
120,RL,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,0,0,1370,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,120,49,0,0,0,10,2007,WD,Normal,202500,5.306425027550687,2.0,Vinly,NridgHt,Vinly
70,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,808,0,1710,3,1,TA,9,Typ,0,,Detchd,Unf,2,TA,TA,Y,12,11,64,0,0,4,2010,WD,Normal,140000,5.146128035678238,2.0,Cement,OldTown,Cement
60,RL,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,977,0,2034,3,1,Gd,8,Typ,0,,Attchd,RFn,2,TA,TA,Y,576,36,0,0,0,2,2009,WD,Normal,219500,5.3414345245781405,3.5,Vinly,CollgCr,Vinly
60,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1330,0,2473,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,TA,TA,Y,192,151,0,0,0,10,2007,WD,Normal,317000,5.501059262217751,2.5,Vinly,NridgHt,Vinly
20,RL,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,0,0,2207,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2,TA,TA,Y,301,0,0,0,0,7,2010,WD,Normal,180000,5.2552725051033065,3.0,Wood,NAmes,Wood
20,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,0,0,1479,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,29,0,0,0,6,2007,WD,Normal,226000,5.354108439147401,3.0,Vinly,CollgCr,Vinly
30,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,0,0,747,2,1,TA,4,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,6,2010,WD,Normal,80000,4.903089986991944,1.0,Metal,OldTown,Metal
50,RL,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,983,0,2287,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,21,114,0,0,7,2006,WD,Normal,225000,5.352182518111363,2.0,Brick,ClearCr,Brick
20,RL,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,0,0,2223,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,300,0,0,0,0,2,2007,WD,Normal,244000,5.38738982633873,3.0,Wood,NAmes,Wood
20,RL,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,0,0,845,2,1,TA,4,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,6,2007,WD,Normal,129500,5.112269768417271,2.0,Wood,Mitchel,Wood
60,RL,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,833,0,1718,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,94,0,0,291,12,2009,WD,Normal,185000,5.267171728403014,2.5,Vinly,Gilbert,Vinly
20,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,0,0,1086,3,1,TA,6,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,5,2010,WD,Normal,144900,5.161068385471174,2.0,Wood,NAmes,Wood
50,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,765,0,1605,3,2,TA,8,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,202,0,0,5,2010,WD,Normal,107400,5.031004281363537,2.0,Vinly,OldTown,Vinly
180,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,462,0,988,2,1,TA,5,Typ,0,,BuiltIn,Unf,1,TA,TA,Y,120,101,0,0,0,11,2009,WD,Normal,91000,4.959041392321094,2.0,Cement,MeadowV,Cement
20,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,0,0,952,2,1,TA,4,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,2008,WD,Normal,135750,5.132739838260885,1.0,Vinly,NAmes,Vinly
50,RM,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,213,0,1285,2,1,TA,6,Min1,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,1,2008,WD,Normal,127000,5.103803720955957,2.0,Wood,BrkSide,Wood
90,RL,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,0,0,1768,4,2,TA,8,Typ,0,,,,0,,,Y,0,0,0,0,0,4,2010,WD,Normal,136500,5.135132651376775,2.0,Wood,Sawyer,Wood
50,RM,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,548,0,1230,2,1,TA,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,128,0,0,5,2009,WD,Normal,110000,5.041392685158225,1.5,Wood,OldTown,Wood
60,RL,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,960,0,2142,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,TA,TA,Y,0,72,0,0,252,6,2009,WD,Normal,193500,5.28668096935493,2.5,Vinly,NAmes,Vinly
120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,0,0,1337,2,1,TA,5,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,199,0,0,0,3,2006,WD,Normal,153500,5.186108379813206,3.0,Vinly,Mitchel,Vinly
20,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,0,0,1563,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,99,0,0,0,10,2008,WD,Normal,245000,5.389166084364533,2.0,Vinly,Somerst,Vinly
20,RL,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,0,0,1065,3,1,TA,6,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,0,0,0,7,2007,COD,Normal,126500,5.102090525511836,1.5,Metal,NAmes,Metal
80,RL,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,670,0,1474,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,120,72,0,0,0,5,2009,WD,Normal,168500,5.226599905207357,2.5,Wood,Gilbert,Wood
60,RL,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1116,0,2417,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,127,82,0,0,0,4,2006,WD,Normal,260000,5.414973347970818,2.5,Wood,NoRidge,Wood
60,RL,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,876,0,1560,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,38,0,0,0,3,2009,WD,Normal,174000,5.2405492482825995,2.5,Vinly,Gilbert,Vinly
160,FV,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,0,1224,2,1,Gd,4,Typ,0,,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,6,2009,New,Partial,164500,5.216165902285993,2.5,Vinly,Somerst,Vinly
50,C (all),8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,0,513,1526,2,1,Fa,6,Typ,0,,,,0,,,N,0,0,156,0,0,10,2009,ConLD,Abnorml,85000,4.929418925714293,1.0,Wood,IDOTRR,Wood
20,RL,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,0,0,990,3,1,TA,5,Typ,0,,,,0,,,Y,0,0,0,0,0,8,2007,WD,Normal,123600,5.092018470752797,2.0,Vinly,CollgCr,Vinly
20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,FuseA,0,0,1040,2,1,TA,4,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,29,0,0,0,7,2006,WD,Normal,109900,5.040997692423491,1.0,Brick,NAmes,Brick
20,RL,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,0,0,1235,2,1,TA,6,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,12,2006,WD,Abnorml,98600,4.993876914941211,1.0,Wood,NAmes,Wood
30,RL,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,0,0,964,2,1,TA,5,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,44,0,0,8,2009,WD,Normal,163500,5.213517756996305,2.0,Wood,Crawfor,Wood
190,C (all),7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1031,0,2291,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,99,11,2007,WD,Normal,133900,5.126780577012009,2.5,Metal,OldTown,Metal
60,RL,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,881,0,1786,3,1,Gd,7,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,162,0,0,0,5,2007,WD,Normal,204750,5.311223910432456,3.5,Vinly,CollgCr,Vinly
60,RL,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,790,0,1470,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,63,0,0,0,4,2009,WD,Normal,185000,5.267171728403014,2.5,Vinly,Gilbert,Vinly
20,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,0,0,1588,3,1,Gd,6,Typ,0,,Attchd,RFn,2,TA,TA,Y,158,29,0,0,0,8,2006,WD,Normal,214000,5.330413773349191,2.0,Vinly,CollgCr,Vinly
20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,0,0,960,3,1,TA,6,Typ,0,,Attchd,Fin,1,TA,TA,P,120,0,0,0,0,5,2007,WD,Normal,94750,4.97657921864011,2.0,Wood,Edwards,Wood
30,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,0,0,835,2,1,TA,5,Typ,0,,Basment,Unf,1,Fa,TA,Y,0,0,77,0,0,5,2010,COD,Abnorml,83000,4.919078092376074,1.0,Wood,Edwards,Wood
20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,0,0,1225,3,1,TA,6,Typ,0,,,,0,,,Y,352,0,0,0,0,1,2010,WD,Normal,128950,5.110421346473957,2.5,Wood,NAmes,Wood
20,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,0,0,1610,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,168,68,0,0,0,2,2010,WD,Normal,205000,5.311753861055754,3.0,Wood,NWAmes,Wood
60,RL,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,755,0,1732,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,192,46,0,0,0,6,2010,WD,Normal,178000,5.250420002308894,2.5,Wood,SawyerW,Wood
90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,0,0,1535,4,2,TA,8,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,6,2009,WD,Alloca,118964,5.075415558310823,2.0,Wood,SawyerW,Wood
20,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,0,0,1226,3,1,Gd,6,Typ,0,,Attchd,RFn,3,TA,TA,Y,0,36,0,0,0,5,2010,WD,Normal,198900,5.298634783124435,2.0,Vinly,CollgCr,Vinly
50,RM,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,592,0,1818,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,TA,TA,Y,0,0,0,0,184,6,2007,WD,Normal,169500,5.229169702539101,1.5,Cement,IDOTRR,Cement
60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,939,0,1992,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,45,0,0,0,8,2008,WD,Normal,250000,5.3979400086720375,2.5,Vinly,Somerst,Vinly
30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,0,0,1047,2,1,TA,6,Typ,0,,Detchd,Unf,1,Fa,Fa,N,0,0,0,0,0,8,2007,WD,Normal,100000,5.0,1.0,Vinly,OldTown,Vinly
20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,0,0,789,2,1,TA,5,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,2008,WD,Partial,115000,5.060697840353612,1.0,Vinly,OldTown,Vinly
